Set	ID	Number	Name	Faction	Type	Glory/Cost	Name	Faction	Type	Glory/Cost	Description	Glory	ObjType	Restrictions	Set	Status	OrganisedPlay	WUOnline	Forsaken	Restricted	Forsaken (Relic)	Rotated	uFAQ	Tags	HotCount
Nethermaze	2737	NM17	Redirected Attack	Skittershank's Clawpack	Ploy		Redirected Attack	Skittershank's Clawpack	Ploy	-	**Reaction:** Play this card during an **Attack action** that targets a friendly **assassin**, after the determine success step, if the **Attack action** succeeds. **Choose** one friendly **minion** that is within 2 hexes of that **assassin**. That **minion** is taken out of action, then the combat sequence ends.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2738	NM18	Skittering Blur	Skittershank's Clawpack	Ploy		Skittering Blur	Skittershank's Clawpack	Ploy	-	In the next activation, **Attack actions** cannot target friendly **assassins**.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2739	NM19	Spitting Cobra Technique	Skittershank's Clawpack	Ploy		Spitting Cobra Technique	Skittershank's Clawpack	Ploy	-	**Choose** one enemy fighter within 2 hexes of a friendly Kreep Kinwhisper or friendly Slynk Skittershank and roll one magic dice. On a roll of :MagCrit: **deal** 1 damage to the chosen fighter and then **stagger** the chosen fighter. Otherwise, **stagger** the chosen fighter.	-	-	Kreep Kinwhisper, Slynk Skittershank	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2740	NM20	Sweep the Leg	Skittershank's Clawpack	Ploy		Sweep the Leg	Skittershank's Clawpack	Ploy	-	**Choose** one enemy fighter that is adjacent to one or more friendly fighters. **Stagger** the chosen fighter.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2741	NM21	Way of the Iron Paw	Skittershank's Clawpack	Ploy		Way of the Iron Paw	Skittershank's Clawpack	Ploy	-	The first time a friendly **assassin** is **dealt** damage in the next activation, the damage **dealt** is reduced to 1.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2742	NM22	Way of the Slinking Rat	Skittershank's Clawpack	Ploy		Way of the Slinking Rat	Skittershank's Clawpack	Ploy	-	**Reaction:** Play this after a friendly fighter's **Attack action** that took the target out of action. **Place** that friendly fighter on a **starting** hex in your territory.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2743	NM23	Deathmaster	Skittershank's Clawpack	Upgrade		Deathmaster	Skittershank's Clawpack	Upgrade	-	+1 Move, rolls of :atSup2: are **successes** in this fighter's attack rolls.	-	-	Leader	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2744	NM24	Eshin Throwing Stars	Skittershank's Clawpack	Upgrade		Eshin Throwing Stars	Skittershank's Clawpack	Upgrade	-	**Attack action** \n [:Hex: 3 - :atFury: 3 - :boom: 1 -(Stagger)-]	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2745	NM25	Gas Mask	Skittershank's Clawpack	Upgrade		Gas Mask	Skittershank's Clawpack	Upgrade	-	This fighter cannot be **staggered**, **dealt** damage by **lethal** hexes, and cannot be chosen or damaged by gambits.	-	-	Snyp Padpaw	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2746	NM26	Merciless	Skittershank's Clawpack	Upgrade		Merciless	Skittershank's Clawpack	Upgrade	-	+1 Damage to this fighter's Range 1 or Range 2 **Attack actions** if the target is **staggered**.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2747	NM27	Prehensile Tail	Skittershank's Clawpack	Upgrade		Prehensile Tail	Skittershank's Clawpack	Upgrade	-	You can **re-roll** up to two attack dice in the attack rolls for this fighter's **Attack actions** if this fighter has one or more **Attack action** upgrades.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2748	NM28	Ricocheting Triskele	Skittershank's Clawpack	Upgrade		Ricocheting Triskele	Skittershank's Clawpack	Upgrade	-	**Ricochet (Reaction):** After this fighter's Trifang Triskele and Net **Attack action**, if it succeeded, **choose** one other enemy fighter within 2 hexes of the target. **Deal** 1 damage to the chosen fighter.	-	-	Kreep Kinwhisper	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2749	NM29	Shadow Paw	Skittershank's Clawpack	Upgrade		Shadow Paw	Skittershank's Clawpack	Upgrade	-	**Action: Place** this fighter in an **empty** hex adjacent to an enemy fighter, then **give** this fighter one Move token and **break** this card.	-	-	Assassin	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2750	NM30	Spy Rats	Skittershank's Clawpack	Upgrade		Spy Rats	Skittershank's Clawpack	Upgrade	-	**Reaction:** Use this after an activation step in which one or more opponents drew one or more cards, or after a power step in which one or more opponents drew one or more cards. **Choose** one fighter. If you chose a friendly fighter, **give** the chosen fighter one Guard token. If you chose an enemy fighter, **stagger** the chosen fighter.	-	-	Kreep Kinwhisper	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2751	NM31	Supernatural Agility	Skittershank's Clawpack	Upgrade		Supernatural Agility	Skittershank's Clawpack	Upgrade	-	+1 Defence.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2752	NM32	The Facegouger Fangs	Skittershank's Clawpack	Upgrade		The Facegouger Fangs	Skittershank's Clawpack	Upgrade	-	**Attack action** \n [:Hex: 1 - :atSmash: 2 - :boom: 2 -(Ensnare)-] \n This fighter has the Flying trait.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2753	NM33	A Vicious Kill	The Shadeborn	Objective	1	A Vicious Kill	The Shadeborn	Objective	1	**Surge:** Score this immediately after a **vulnerable** enemy fighter is taken out of action.	1	Surge	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2754	NM34	All is Shadow	The Shadeborn	Objective	3	All is Shadow	The Shadeborn	Objective	3	**Dual:** Score this in the third end phase if: \n Two or more friendly fighters are each in a **cover** hex or **edge** hex \n *And:* No friendly fighters are in your territory.	3	Third	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2755	NM35	Coiling Darkness	The Shadeborn	Objective	2	Coiling Darkness	The Shadeborn	Objective	2	**Dual:** Score this in an end phase if: \n Two or more friendly fighters are in **cover** hexes \n *And:* One or more of those fighters made one or more **Attack actions** in this round.	2	End	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2756	NM36	Fighting in the Shade	The Shadeborn	Objective	1	Fighting in the Shade	The Shadeborn	Objective	1	Score this in an end phase if your warband made four or more **Attack actions** in this round.	1	End	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2757	NM37	Nowhere to Hide	The Shadeborn	Objective	1	Nowhere to Hide	The Shadeborn	Objective	1	**Surge, Dual:** Score this immediately after a friendly fighter's **Attack action** if: \n The target was taken out of action \n *And:* The attacker and/or the defender was in a **cover** hex.	1	Surge	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2758	NM38	Prolonging the Inevitable	The Shadeborn	Objective	2	Prolonging the Inevitable	The Shadeborn	Objective	2	Score this in an end phase if one or more friendly fighters are adjacent to one or more **vulnerable** enemy fighters.	2	End	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2759	NM39	Sadistic Tendencies	The Shadeborn	Objective	1	Sadistic Tendencies	The Shadeborn	Objective	1	Score this in an end phase if three or more enemy fighters are out of action and/or have one or more wound counters.	1	End	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2760	NM40	Savour the Kill	The Shadeborn	Objective	1	Savour the Kill	The Shadeborn	Objective	1	Score this in an end phase if one or more enemy fighters are **vulnerable**.	1	End	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2761	NM41	Strike the Head	The Shadeborn	Objective	1	Strike the Head	The Shadeborn	Objective	1	**Surge:** Score this immediately after an enemy **leader** is taken out of action.	1	Surge	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2762	NM42	The Shadows Deepen	The Shadeborn	Objective	2	The Shadows Deepen	The Shadeborn	Objective	2	**Hybrid:** Score this in an end phase if: \n Each surviving friendly fighter is in a **cover** hex \n *Or:* Two or more enemy fighters are in **cover** hexes.	2	End	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2763	NM43	Umbral Raid	The Shadeborn	Objective	2	Umbral Raid	The Shadeborn	Objective	2	**Dual:** Score this in an end phase if: \n Two or more friendly fighters are in enemy territory \n *And:* Each of those fighters is within 2 hexes of one or more enemy fighters.	2	End	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2764	NM44	Unseen Malice	The Shadeborn	Objective	1	Unseen Malice	The Shadeborn	Objective	1	**Surge, Dual:** Score this immediately after: \n A friendly fighter used their Shadow Ambush ability \n *And:* That fighter's **Attack action** took an enemy fighter out of action in the same activation.	1	Surge	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2765	NM45	Abyssal Summoning	The Shadeborn	Spell		Abyssal Summoning	The Shadeborn	Spell	-	**Gambit Spell (:MagChannel:):** If **cast**, **give** one shadow counter to one fighter within 3 hexes of the caster. Fighters with one or more shadow counters treat the hex they are in as a **cover** hex, in addition to other hex types. Discard all shadow counters at the end of the phase.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2766	NM46	Gloomweb Hex	The Shadeborn	Spell		Gloomweb Hex	The Shadeborn	Spell	-	**Gambit Spell (:MagChannel:):** If **cast**, **choose** one enemy fighter. In the next activation step, -1 Dice from that fighter's **Attack actions**, to a minimum of 1, or -2 Dice from that fighter's **Attack actions** instead, to a minimum of 1, if the target is in a **cover** hex.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2767	NM47	Impenetrable Darkness	The Shadeborn	Ploy		Impenetrable Darkness	The Shadeborn	Ploy	-	**Give** each friendly fighter with no Move or Charge tokens one shadow counter. **Fighters** with one or more shadow counters treat the hex they are in as a **cover** hex, in addition to other hex types. Discard all shadow counters at the end of the phase.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2768	NM48	Rippling Darkness	The Shadeborn	Ploy		Rippling Darkness	The Shadeborn	Ploy	-	**Choose** one enemy fighter in a **cover** or **edge** hex. **Deal** 1 damage to the chosen fighter.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2769	NM49	Shadestalker Darts	The Shadeborn	Ploy		Shadestalker Darts	The Shadeborn	Ploy	-	**Choose** a friendly Drusylla or a friendly Valyssa. The chosen fighter makes the following **Attack action:** \n [:Hex: 3 - :atFury: 3 - :boom: 1]	-	-	Drusylla Vyserax, Valyssa Umbrael	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2770	NM50	Shadow Binding	The Shadeborn	Ploy		Shadow Binding	The Shadeborn	Ploy	-	**Choose** one friendly fighter with one or more wound counters. **Heal** (1) the chosen fighter. **Heal** (2) the chosen fighter instead if the chosen fighter is in a **cover** hex.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2771	NM51	Smoke and Mirrors	The Shadeborn	Ploy		Smoke and Mirrors	The Shadeborn	Ploy	-	**Choose** two friendly fighters, one or more of which is in a **cover** hex. **Place** each fighter in the hex that was **occupied** by the other fighter when you chose them.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2772	NM52	Suffocating Shadows	The Shadeborn	Ploy		Suffocating Shadows	The Shadeborn	Ploy	-	-1 Defence to enemy fighters in the next activation step, to a minimum of 1. -2 Defence instead, to a minimum of 1, to enemy fighters in **cover** hexes in the next activation step.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2773	NM53	Tenebreal Manipulation	The Shadeborn	Ploy		Tenebreal Manipulation	The Shadeborn	Ploy	-	**Give** one fighter one shadow counter. Fighters with one or more shadow counters treat the hex they are in as a **cover** hex, in addition to other hex types. Discard all shadow counters at the end of the phase.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2774	NM54	Vanish into the Gloom	The Shadeborn	Ploy		Vanish into the Gloom	The Shadeborn	Ploy	-	**Choose** one friendly fighter with no Charge tokens. **Place** the chosen fighter in an **empty cover** hex and **give** that fighter one Charge token. If the chosen fighter was in a **cover** hex when you chose them, **give** the chosen fighter one Move token instead.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2775	NM55	Abyssal Guidance	The Shadeborn	Upgrade		Abyssal Guidance	The Shadeborn	Upgrade	-	You can **re-roll** one attack dice in **Attack actions** made by this fighter if this fighter is in a **cover** hex.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2776	NM56	Aided by Darkness	The Shadeborn	Upgrade		Aided by Darkness	The Shadeborn	Upgrade	-	+1 Damage to this fighter's Range 1 and Range 2 **Attack actions** if the attacker and/or target is in a **cover** hex.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2777	NM57	Amulet of Gathering Darkness	The Shadeborn	Upgrade		Amulet of Gathering Darkness	The Shadeborn	Upgrade	-	+1 wizard level, to a maximum of 2. \n **Spell Action (:MagFocus:):** If **cast**, **choose** one friendly fighter within 3 hexes of this fighter. **Give** that fighter one shadow counter. Fighters with one or more shadow counters treat the hex they are in as a **cover** hex, in addition to other hex types. Discard all shadow counters at the end of the phase.	-	-	Sylarc Greyblood	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2778	NM58	Dusklure Bracers	The Shadeborn	Upgrade		Dusklure Bracers	The Shadeborn	Upgrade	-	**Reaction:** Use this after this fighter is **dealt** damage while in a **cover** hex, after the deal damage step. **Choose** an enemy fighter within 2 hexes of this fighter. **Deal** 1 damage to the chosen fighter.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2779	NM59	Mask of Shadowed Mirrors	The Shadeborn	Upgrade		Mask of Shadowed Mirrors	The Shadeborn	Upgrade	-	-1 Damage from **Attack actions** that target this fighter, to a minimum of 1, if the attacker is adjacent to this fighter.	-	-	Slythael Shadestalker	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2780	NM60	Rapid Fire	The Shadeborn	Upgrade		Rapid Fire	The Shadeborn	Upgrade	-	**Reaction:** After this fighter's activation in which they made a Repeater Handbow **Attack action**, they make another Repeater Handbow **Attack action**.	-	-	Sylarc Greyblood	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2781	NM61	Ruthless Aim	The Shadeborn	Upgrade		Ruthless Aim	The Shadeborn	Upgrade	-	+2 Dice to this fighter's **Attack actions** if the target is **vulnerable**. \n **Reaction:** Use this after this fighter's **Attack action** takes an enemy fighter out of action. **Give** this fighter one shadow counter. Fighters with one or more shadow counters treat the hex they are in as a **cover** hex, in addition to other hex types. Discard all shadow counters at the end of the phase.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2782	NM62	Shadewalker	The Shadeborn	Upgrade		Shadewalker	The Shadeborn	Upgrade	-	This fighter has the **Flying** trait. \n +1 Move.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2783	NM63	Umbral Glaive	The Shadeborn	Upgrade		Umbral Glaive	The Shadeborn	Upgrade	-	[:Hex: 3 - :atSmash: 3 - :boom: 1 -(Grievous)-] \n After making this **Attack action**, **break** this card.	-	-	Drusylla Vyserax	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2784	NM64	Voidling	The Shadeborn	Upgrade		Voidling	The Shadeborn	Upgrade	-	**Denizen** \n Rolls of :atSup1: are **successes** in this fighter's attack rolls for **Attack actions** that target a fighter adjacent to, or in, a **cover** hex. \n Rolls of :dfSup1: are **successes** in this fighter's defence rolls if this fighter is adjacent to, or in, a **cover** hex.	-	-	-	Nethermaze core set	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2785	NM65	An Eye for an Eye	Hexbane's Hunters	Objective	1	An Eye for an Eye	Hexbane's Hunters	Objective	1	**Surge, Dual:** Score this immediately after: \n A friendly fighter's **Attack action** takes the target out of action \n *If:* One or more friendly fighters are out of action.	1	Surge	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2786	NM66	Burn them Out	Hexbane's Hunters	Objective	1	Burn them Out	Hexbane's Hunters	Objective	1	**Surge:** Score this immediately after an enemy fighter on a **starting** hex in enemy territory is taken out of action.	1	Surge	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2787	NM67	Due Process	Hexbane's Hunters	Objective	1	Due Process	Hexbane's Hunters	Objective	1	**Surge, Hybrid:** Score this immediately after: \n Your warband makes a fourth or subsequent **Attack action** in the same round \n *Or:* After the second or subsequent successful **Attack action** made by your warband in the same round.	1	Surge	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2788	NM68	Fear the Righteous...	Hexbane's Hunters	Objective	2	Fear the Righteous...	Hexbane's Hunters	Objective	2	**Dual:** Score this in an end phase if: \n Three or more enemy fighters are out of action \n *And:* There are two or more surviving friendly **hunters**.	2	End	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2789	NM69	Interrogate the Wicked	Hexbane's Hunters	Objective	2	Interrogate the Wicked	Hexbane's Hunters	Objective	2	**Dual:** Score this in an end phase if: \n There are two or more friendly **hunters** adjacent to the same enemy fighter \n *And:* That enemy fighter has one or more wound counters.	2	End	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2790	NM70	Lives Well Spent	Hexbane's Hunters	Objective	2	Lives Well Spent	Hexbane's Hunters	Objective	2	**Dual:** Score this in an end phase if: \n Two or more friendly **hunters** are out of action. \n *And:* You have scored three or more objectives.	2	End	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2791	NM71	Loaded for Bear	Hexbane's Hunters	Objective	1	Loaded for Bear	Hexbane's Hunters	Objective	1	Score this in an end phase if two or more friendly **hunters** each have two or more upgrades.	1	End	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2792	NM72	Proof of Guilt	Hexbane's Hunters	Objective	2	Proof of Guilt	Hexbane's Hunters	Objective	2	**Hybrid:** Score this in an end phase if: \n Each surviving enemy fighter (at least one) has no Move or Charge tokens \n *Or:* Each surviving enemy fighter (at least one) is in the same player's territory \n *Or:* One or more opponents have each scored six or more objectives.	2	End	-	Hexbane's Hunters expansion	RR-	VVV	N	-	Restricted	-	-	-	-	0
Nethermaze	2793	NM73	Sowing Doubt	Hexbane's Hunters	Objective	1	Sowing Doubt	Hexbane's Hunters	Objective	1	**Dual:** Score this in an end phase if: \n One or more enemy fighters are out of action \n *And:* One or more of those enemy fighters have one or more upgrades.	1	End	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2794	NM74	Tools of the Faithful	Hexbane's Hunters	Objective	2	Tools of the Faithful	Hexbane's Hunters	Objective	2	**Dual:** Score this in an end phase if: \n There are three or more surviving friendly fighters \n *And:* Each surviving friendly fighter has one or more upgrades.	2	End	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2795	NM75	Uncover the Truth	Hexbane's Hunters	Objective	1	Uncover the Truth	Hexbane's Hunters	Objective	1	Score this in an end phase if there are two or more friendly fighters in enemy territory.	1	End	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2796	NM76	Weapons of Justice	Hexbane's Hunters	Objective	1	Weapons of Justice	Hexbane's Hunters	Objective	1	**Surge, Hybrid:** Score this immediately after: \n A friendly fighter is given their second or subsequent upgrade in the same round \n *Or:* After a second or subsequent Move or Charge token is removed from a friendly fighter during the action phase.	1	Surge	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2797	NM77	By Hook or by Crook	Hexbane's Hunters	Ploy		By Hook or by Crook	Hexbane's Hunters	Ploy	-	*(Errata update)* **Reaction:** Play this during a deal damage step in which a friendly **hunter** with one or more upgrades is **dealt** damage. Reduce that damage by 1, to a minimum of 1.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2798	NM78	By Order of the Vault	Hexbane's Hunters	Ploy		By Order of the Vault	Hexbane's Hunters	Ploy	-	**Choose** a friendly fighter. Give the chosen fighter an upgrade from your hand. Do not spend any glory points when you play that card. When you play this card you can spend one glory point. If you do, **draw** one power card.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2799	NM79	Circle of the Silvered Gravesalt	Hexbane's Hunters	Ploy		Circle of the Silvered Gravesalt	Hexbane's Hunters	Ploy	-	*(Errata update)* **Domain** \n Enemy fighters treat hexes adjacent to friendly **hunters** as **lethal** hexes, in addition to other hex types. \n This effect **persists** until the end of the round, until a lethal hex **deals** damage to an enemy fighter, until a friendly fighter makes a **Move action**, or until another **Domain** gambit is played.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2800	NM80	For the Order!	Hexbane's Hunters	Ploy		For the Order!	Hexbane's Hunters	Ploy	-	**Reaction:** Play this in your power step after a friendly **hunter** is given an upgrade. **Remove** all Move and Charge tokens from that **hunter**.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2801	NM81	Lead the Crusade	Hexbane's Hunters	Ploy		Lead the Crusade	Hexbane's Hunters	Ploy	-	*(Errata update)* **Reaction:** Play this after the out of action check of a friendly **hunter's Attack action**, if the target was taken out of action. **Choose** one friendly **hunter**. **Draw** one power card and Inspire that **hunter** in the next Inspire step.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2802	NM82	Making a Point	Hexbane's Hunters	Ploy		Making a Point	Hexbane's Hunters	Ploy	-	**Choose** a friendly Aemos, Brydget or Haskel. The chosen fighter makes the following **Attack action:** \n [:Hex: 3 - :atFury: 2 - :boom: 1 -(Finisher)-] \n **Finisher:** +1 Dice and **Cleave** to this **Attack action** if the target is adjacent and **vulnerable**.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2803	NM83	Prayers of the Faithful	Hexbane's Hunters	Ploy		Prayers of the Faithful	Hexbane's Hunters	Ploy	-	This card cannot be played in an opponent's third or fourth power step. Until the end of the next power step, enemy fighters cannot **cast** spells and opponents cannot play ploy cards.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2804	NM84	Sanctified Sharpening Stone	Hexbane's Hunters	Ploy		Sanctified Sharpening Stone	Hexbane's Hunters	Ploy	-	+1 Dice to the first Range 1 **Attack action** made by a friendly **hunter** in the next activation.	-	-	Hunter	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2805	NM85	Ward of Martyr's Blood	Hexbane's Hunters	Ploy		Ward of Martyr's Blood	Hexbane's Hunters	Ploy	-	In the next activation, the characteristics of enemy fighters' **Attack actions** cannot be modified, and **Cleave** and **Ensnare** cannot affect friendly fighters' defence rolls.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2806	NM86	You Stand Accused!	Hexbane's Hunters	Ploy		You Stand Accused!	Hexbane's Hunters	Ploy	-	**Choose** one enemy fighter. +1 Dice to **Attack actions** made by friendly fighters that target the chosen fighter. This effect **persists** until the chosen fighter is out of action or ends an activation in your territory.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2807	NM87	Bane of Evil	Hexbane's Hunters	Upgrade		Bane of Evil	Hexbane's Hunters	Upgrade	-	This fighter has the following cumulative benefits, depending on how many friendly **hunters** are out of action. \n **1+:** +1 Wound. \n **2+:** +1 Dice to this fighter's **Attack actions**. \n **3+:** +1 Damage to this fighter's **Attack actions**.	-	-	Leader	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2808	NM88	Charmed Horseshoe	Hexbane's Hunters	Upgrade		Charmed Horseshoe	Hexbane's Hunters	Upgrade	-	+1 Dice to this fighter's **Attack actions**. \n This fighter's **Attack actions** have **Ensnare**.	-	-	Hunter	Hexbane's Hunters expansion	RR-	VVV	N	-	Restricted	-	-	-	-	0
Nethermaze	2809	NM89	Cold Iron Nails	Hexbane's Hunters	Upgrade		Cold Iron Nails	Hexbane's Hunters	Upgrade	-	Each time this fighter's Range 1 **Attack action** takes a target out of action, pick one: \n Gain 1 glory point or that target cannot be **Raised**. \n Place the affected target's fighter card to one side to remind both players.	-	-	Hunter	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2810	NM90	Deep Scars	Hexbane's Hunters	Upgrade		Deep Scars	Hexbane's Hunters	Upgrade	-	+1 Wound \n -1 Damage from **Attack actions** that target this fighter, to a minimum of 1. \n This fighter cannot be **dealt** damage by gambits.	-	-	Quiet Pock	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2811	NM91	Lucky Hexbeak Foot	Hexbane's Hunters	Upgrade		Lucky Hexbeak Foot	Hexbane's Hunters	Upgrade	-	+1 Defence \n This fighter cannot be **dealt** damage by **lethal** hexes or gambits.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2812	NM92	Martyr's Fervour	Hexbane's Hunters	Upgrade		Martyr's Fervour	Hexbane's Hunters	Upgrade	-	+1 Damage to this fighter's Range 1 and Range 2 **Attack actions** that target a fighter with a Wounds characteristic of 4 or greater.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2813	NM93	Protective Brand	Hexbane's Hunters	Upgrade		Protective Brand	Hexbane's Hunters	Upgrade	-	You can **re-roll** one dice in this fighter's defence rolls. \n The target of this fighter's **Attack actions** cannot have **supporting** fighters. \n Attackers that target this fighter cannot have **supporting** fighters. \n This card cannot be **broken**.	-	-	-	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2814	NM94	Retractable Pistol	Hexbane's Hunters	Upgrade		Retractable Pistol	Hexbane's Hunters	Upgrade	-	[:Hex: 4 - :atFury: 3 - :boom: 1 -(Surprise!)-] \n This **Attack action's** characteristics cannot be modified. \n **Surprise! (Reaction):** Use this after an enemy fighter's **Move action**. This fighter makes this **Attack action**. It must target that enemy fighter and cannot drive the target back.	-	-	Haskel Hexbane, Brydget Axwold	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
Nethermaze	2815	NM95	The Lantern of Vengeance	Hexbane's Hunters	Upgrade		The Lantern of Vengeance	Hexbane's Hunters	Upgrade	-	**Spell action (:MagFocus:):** If **cast**, **deal** 1 damage to each enemy fighter within 2 hexes of this fighter. \n This fighter is a **wizard** (X) while attempting to **cast** this spell, where X is the number of friendly **hunters** that are out of action, to a maximum of 3, and cannot attempt to **cast** any other spells. \n After this fighter makes this action, **break** this card.	-	-	Hunter	Hexbane's Hunters expansion	-	VVV	N	-	-	-	-	-	-	0
