Set	ID	Number	Name	Faction	Type	Glory	Name	Faction	Type	Glory	Description	Glory	ObjType	Restrictions	Set	Status	OrganisedPlay	WUOnline	Forsaken	Restricted	Forsaken (Relic)	Rotated	uFAQ	Tags	HotCount
Beastgrave	1521	B283	Hold Objective 1	Universal	Objective	1	Hold Objective 1	Universal	Objective	1	Score this in an end phase if your warband holds objective *1*.	1	End	-	Beastgrave core set	-	VVV	N	-	-	-	-	-	BGduplicate	0
Beastgrave	1522	B284	Hold Objective 2	Universal	Objective	1	Hold Objective 2	Universal	Objective	1	Score this in an end phase if your warband holds objective *2*.	1	End	-	Beastgrave core set	-	VVV	N	-	-	-	-	-	BGduplicate	0
Beastgrave	1523	B285	Hold Objective 3	Universal	Objective	1	Hold Objective 3	Universal	Objective	1	Score this in an end phase if your warband holds objective *3*.	1	End	-	Beastgrave core set	-	VVV	N	-	-	-	-	-	BGduplicate	0
Beastgrave	1524	B286	Hold Objective 4	Universal	Objective	1	Hold Objective 4	Universal	Objective	1	Score this in an end phase if your warband holds objective *4*.	1	End	-	Beastgrave core set	-	VVV	N	-	-	-	-	-	BGduplicate	0
Beastgrave	1525	B287	Hold Objective 5	Universal	Objective	1	Hold Objective 5	Universal	Objective	1	Score this in an end phase if your warband holds objective *5*.	1	End	-	Beastgrave core set	-	VVV	N	-	-	-	-	-	BGduplicate	0
Beastgrave	1526	B288	Master of Battle	Universal	Objective	1	Master of Battle	Universal	Objective	1	Score this in an end phase if one surviving friendly fighter took three or more actions in the previous phase.	1	End	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1527	B289	Master of Hazards	Universal	Objective	1	Master of Hazards	Universal	Objective	1	**Surge:** Score this immediately after you flip a second or subsequent feature token in this phase.	1	Surge	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1528	B290	Master of Many Paths	Universal	Objective	1	Master of Many Paths	Universal	Objective	1	Score this in an end phase if there is a surviving friendly fighter who is a **leader**, a **wizard** and a **Hunter**.	1	End	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1529	B291	Master Poisoner	Universal	Objective	1	Master Poisoner	Universal	Objective	1	Score this in an end phase if you have played two or more **Poison** gambits.	1	End	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1530	B292	Meticulous Strategy	Universal	Objective	2	Meticulous Strategy	Universal	Objective	2	Score this in an end phase if you have scored 3 or more **dual** objective cards.	2	End	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1531	B293	No One is Safe	Universal	Objective	1	No One is Safe	Universal	Objective	1	**Surge:** Score this immediately after a second or subsequent enemy fighter is taken out of action by damage **dealt** by a gambit in this phase.	1	Surge	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1532	B294	Over My Dead Body	Universal	Objective	1	Over My Dead Body	Universal	Objective	1	**Surge:** Score this immediately after an enemy fighter's **Attack action** that targets a friendly fighter, if the friendly fighter was holding an objective at the start of that action and is still holding that objective.	1	Surge	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1533	B295	Path to Victory	Universal	Objective	2	Path to Victory	Universal	Objective	2	**Dual:** Score this in an end phase \n *If:* One or more enemy fighters were taken out of action in the previous phase \n *And:* Your warband holds two or more objectives.	2	End	-	The Grymwatch expansion	-	VVV	N	-	-	-	-	-	BGduplicate	4
Beastgrave	1534	B296	Perfect Match	Universal	Objective	4	Perfect Match	Universal	Objective	4	Score this in an end phase if you have scored 10 or more objectives.	4	End	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1535	B297	Rising Power	Universal	Objective	1	Rising Power	Universal	Objective	1	**Surge:** Score this immediately after a friendly fighter **casts** a spell and you rolled three or more dice in the casting roll.	1	Surge	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1536	B298	Run Ragged	Universal	Objective	2	Run Ragged	Universal	Objective	2	Score this in an end phase if each surviving fighter has one or more Move and/or Charge tokens.	2	End	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1537	B299	Scrum	Universal	Objective	1	Scrum	Universal	Objective	1	**Surge:** Score this immediately after an activation if four or more fighters on the battlefield are in a single group in which each fighter is adjacent to at least one other fighter in that group.	1	Surge	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1538	B300	Set the Tempo	Universal	Objective	3	Set the Tempo	Universal	Objective	3	**Dual:** Score this in an end phase \n *If:* You have scored 2 or more **dual** objective cards and 2 or more **hybrid** objective cards \n *And:* You have scored 6 or more objective cards.	3	End	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1539	B301	Show of Force	Universal	Objective	1	Show of Force	Universal	Objective	1	**Surge, Hybrid:** Score this immediately after an activation \n *If:* Three or more friendly fighters are in enemy territory \n *Or:* One or more friendly fighters each have three or more upgrades.	1	Surge	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1540	B302	Skilled Duellist	Universal	Objective	1	Skilled Duellist	Universal	Objective	1	**Surge:** Score this immediately after a friendly fighter's successful **Attack action** made as a reaction to that fighter's **Attack action** with **Combo**.	1	Surge	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1541	B303	Sorcerous Volley	Universal	Objective	1	Sorcerous Volley	Universal	Objective	1	**Surge:** Score this immediately after the same friendly fighter's second or subsequent **spell Attack action** in a single phase that targets the same enemy fighter.	1	Surge	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1542	B304	Steady Assault	Universal	Objective	1	Steady Assault	Universal	Objective	1	**Surge:** Score this immediately after the same friendly fighter's third or subsequent **Attack action** in a single phase.	1	Surge	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1543	B305	Supremacy	Universal	Objective	3	Supremacy	Universal	Objective	3	Score this in an end phase if your warband holds three or more objectives.	3	End	-	Beastgrave core set	-	VVV	N	-	-	-	-	-	BGduplicate	0
Beastgrave	1544	B306	Swift Capture	Universal	Objective	1	Swift Capture	Universal	Objective	1	**Surge, Dual:** Score this immediately after an activation \n *If:* Your warband holds one or more objectives in friendly territory \n *And:* Your warband holds one or more objectives in enemy territory.	1	Surge	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1545	B307	Team Effort	Universal	Objective	1	Team Effort	Universal	Objective	1	**Dual:** Score this in an end phase \n *If:* There are two or more surviving friendly fighters \n *And:* Each surviving friendly fighter made one or more actions in the previous phase.	1	End	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1546	B308	Temporary Victory	Universal	Objective	2	Temporary Victory	Universal	Objective	2	**Surge:** Score this immediately after an activation if your warband holds three or more objectives.	2	Surge	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1547	B309	Test of Courage	Universal	Objective	2	Test of Courage	Universal	Objective	2	Score this in an end phase if two or more friendly fighters are standing in **lethal** hexes.	2	End	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1548	B310	The Avatar Risen	Universal	Objective	3	The Avatar Risen	Universal	Objective	3	Score this in an end phase if a surviving friendly fighter has the Avatar of the Ur-grub upgrade.	3	End	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1549	B311	The Beast is Slain	Universal	Objective	1	The Beast is Slain	Universal	Objective	1	**Surge:** Score this immediately after a friendly **Hunter's** **Attack action** that takes an enemy **leader** or enemy **Quarry** out of action.	1	Surge	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1550	B312	The Great Hunt	Universal	Objective	1	The Great Hunt	Universal	Objective	1	**Hybrid:** Score this in an end phase \n *If:* One or more friendly **Hunters** each have three or more upgrades \n *Or:* Three or more friendly **Hunters** each have one or more upgrades.	1	End	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1551	B313	The Hunter Hunted	Universal	Objective	2	The Hunter Hunted	Universal	Objective	2	**Surge:** Score this immediately after a friendly **Quarry's Attack action** takes an enemy **Hunter** out of action.	2	Surge	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1552	B314	To the End	Universal	Objective	2	To the End	Universal	Objective	2	Score this in an end phase if there are no cards left in your power deck.	2	End	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1553	B315	Trading Blows	Universal	Objective	1	Trading Blows	Universal	Objective	1	**Surge:** Score this immediately after a friendly fighter's **Attack action** made as a reaction during or immediately after an enemy fighter's **Attack action**.	1	Surge	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1554	B316	Triumphant Hunt	Universal	Objective	2	Triumphant Hunt	Universal	Objective	2	**Dual:** Score this in an end phase \n *If:* Three or more enemy fighters are out of action \n *And:* At least one enemy **Quarry** is out of action.	2	End	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1555	B317	Uncontested	Universal	Objective	3	Uncontested	Universal	Objective	3	**Dual:** Score this in an end phase \n *If:* Your warband holds two or more objectives \n *And:* No enemy fighters hold objectives.	3	End	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1556	B318	Unexpected Pitfall	Universal	Objective	1	Unexpected Pitfall	Universal	Objective	1	**Surge, Hybrid:** Score this immediately \n *After:* An enemy fighter is taken out of action by a **lethal** hex \n *Or:* An enemy fighter is taken out of action by damage **dealt** by a gambit you played.	1	Surge	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1557	B319	Veteran Survivors	Universal	Objective	2	Veteran Survivors	Universal	Objective	2	Score this in the third end phase if there are three or more surviving friendly **Hunters**.	2	Third	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1558	B320	Beast Armour	Universal	Spell		Beast Armour	Universal	Spell	-	**Gambit Spell (:MagFocus:):** If **cast**, you can **re-roll** one dice in the caster's defence rolls. This spell **persists** until the end of the round or until the caster is out of action.	-	-	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1559	B321	Blind Hunger	Universal	Spell		Blind Hunger	Universal	Spell	-	**Gambit Spell (:MagChannel:):** If **cast**, pick one opponent and randomly determine one power card in their hand. That card is **discarded**.	-	-	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1560	B322	Blindside	Universal	Ploy		Blindside	Universal	Ploy	-	**Reaction:** Play this during an **Attack action**, before the attack roll. **Push** one friendly fighter up to 2 hexes so that they are a **supporting** fighter.	-	-	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1561	B323	Bloodscent	Universal	Ploy		Bloodscent	Universal	Ploy	-	+2 Dice to the first **Attack action** in the next activation if the target has one or more wound tokens.	-	-	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1562	B324	Buried Instinct	Universal	Ploy		Buried Instinct	Universal	Ploy	-	**Reaction:** Play this during an **Attack action**, that targets a friendly fighter, before the attack roll. **Give** that friendly fighter one Guard token. If that friendly fighter is **Quarry**, you can also **re-roll** 1 dice in the defence roll for that **Attack action**.	-	-	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1563	B325	Chain Attack	Universal	Ploy		Chain Attack	Universal	Ploy	-	The first **Attack action** made by a friendly fighter in the next activation has **Combo**.	-	-	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1564	B326	Cloaked in Shadow	Universal	Ploy		Cloaked in Shadow	Universal	Ploy	-	**Choose** a fighter. Until the end of the next activation, that fighter is a **Quarry**, players cannot **choose** that fighter when a gambit is played, and that fighter cannot be **dealt** damage by gambits.	-	-	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1565	B327	Closing Jaws	Universal	Ploy		Closing Jaws	Universal	Ploy	-	Play this only in a power step following your activation. At the end of the next activation, **choose** one enemy fighter in an **edge** hex. The chosen fighter is **dealt** 1 damage.	-	-	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1566	B328	Collapse	Universal	Ploy		Collapse	Universal	Ploy	-	Pick three **edge** hexes in a single group with each hex in the group adjacent to at least one other hex in the group, and all in one player's territory. Each fighter in a hex you picked is **dealt** 1 damage.	-	-	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1567	B329	Confusion	Universal	Ploy		Confusion	Universal	Ploy	-	**Choose** two fighters that are adjacent to each other. **Place** each fighter in the hex that was occupied by the other fighter when you **chose** them.	-	-	-	Beastgrave core set	-	VVV	N	-	-	-	-	-	BGduplicate	6
Beastgrave	1568	B330	Crushing Charge	Universal	Ploy		Crushing Charge	Universal	Ploy	-	In the next activation, you can take the following reaction once. \n **Reaction:** After a friendly fighter's **Move action** made as part of a **Charge action**, roll one attack dice for each enemy fighter adjacent to that fighter. For each roll of :atSmash: that enemy fighter is **dealt** 1 damage.	-	-	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1569	B331	Dangerous Prize	Universal	Ploy		Dangerous Prize	Universal	Ploy	-	Pick one objective token in an **empty** hex. The first fighter to move into, be **pushed** into or be **placed** in the same hex as that objective token in the next activation is **dealt** 1 damage.	-	-	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1570	B332	Desperate Flight	Universal	Ploy		Desperate Flight	Universal	Ploy	-	**Choose** one friendly fighter and **Scatter** 4 from that fighter's hex. **Push** that fighter 3 hexes along the **chain**. If a hex that fighter would be **pushed** into is **blocked** or **occupied**, do not **push** that fighter any further.	-	-	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1571	B333	Downwind	Universal	Ploy		Downwind	Universal	Ploy	-	**Push** one friendly **Hunter** 1 hex closer to an enemy fighter. That enemy fighter is a **Quarry**. This effect persists until that enemy fighter is taken out of action.	-	-	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1572	B334	Dragged into the Darkness	Universal	Ploy		Dragged into the Darkness	Universal	Ploy	-	**Choose** one enemy fighter that has one or more Move tokens. The chosen fighter is **dealt** 1 damage if that damage would take the chosen fighter out of action.	-	-	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1573	B335	Dulling Dart	Universal	Ploy		Dulling Dart	Universal	Ploy	-	**Poison** \n **Choose** one enemy fighter adjacent to one or more friendly fighters. -1 Dice (to a minimum of 1) from that enemy fighter's **Attack actions**. This effect **persists** until the end of the round or the enemy fighter is taken out of action.	-	-	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1574	B336	Eldritch Haze	Universal	Spell		Eldritch Haze	Universal	Spell	-	**Gambit Spell (:MagFocus:):** If **cast**, the caster has +1 Defence. This spell **persists** until the end of the round or until the caster is taken out of action.	-	-	-	Beastgrave core set	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1575	B337	Euphoric Dust	Universal	Ploy		Euphoric Dust	Universal	Ploy	-	**Poison** \n **Choose** one enemy fighter adjacent to one or more friendly fighters. \n -1 Defence from that enemy fighter (to a minimum of 1) until the next power step.	-	-	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1576	B338	Exhaustion	Universal	Ploy		Exhaustion	Universal	Ploy	-	Play this only in a power step following your activation. At the end of the next activation, **choose** one enemy fighter that made two or more actions in that activation. The chosen fighter is **dealt** 1 damage.	-	-	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1577	B339	Fate's Decree	Universal	Ploy		Fate's Decree	Universal	Ploy	-	**Reaction:** Play this after an opponent makes a roll as instructed by a gambit or upgrade (but not during an **Attack action**), before the effect of the roll is resolved. The opponent must **re-roll** that roll.	-	-	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1578	B340	Flash of Foresight	Universal	Ploy		Flash of Foresight	Universal	Ploy	-	Pick one: \n Pick one objective card in an opponent's hand. That opponent must reveal that card to you. \n Or: \n Look at the top card of your power or objective deck (without revealing it) and then put it back.	-	-	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1579	B341	Frenzied Search	Universal	Ploy		Frenzied Search	Universal	Ploy	-	Play this only if your warband holds one or more objectives. **Discard** one power card. If you do, **draw** up to three power cards.	-	-	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1580	B342	Glorious Triumph	Universal	Ploy		Glorious Triumph	Universal	Ploy	-	**Reaction:** Play this after a friendly fighter's **Attack action** that takes an adjacent enemy fighter out of action. Your warband is considered to hold one more objective than it holds. This effect **persists** until that friendly fighter is taken out of action or until the start of the next round.	-	-	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1581	B343	Go to Ground	Universal	Ploy		Go to Ground	Universal	Ploy	-	**Choose** one friendly fighter with no Move or Charge tokens. **Place** the chosen fighter on a **starting** hex in your territory, or if that fighter is a **Quarry**, **place** them on any hex in your territory instead. **Give** the chosen fighter one Charge token.	-	-	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1582	B344	Headlong Flight	Universal	Ploy		Headlong Flight	Universal	Ploy	-	+1 Move for the first fighter to make a **Move action** in the next activation. +2 Move instead if that fighter is a **Quarry**.	-	-	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1583	B345	Honest Scrap	Universal	Ploy		Honest Scrap	Universal	Ploy	-	Players cannot **re-roll** dice until the end of the next activation.	-	-	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1584	B346	Hostile Ground	Universal	Ploy		Hostile Ground	Universal	Ploy	-	**Choose** one enemy fighter in your territory that is on or adjacent to one or more **lethal** hexes. That fighter is **dealt** 1 damage.	-	-	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1585	B347	Hunt as a Pack	Universal	Ploy		Hunt as a Pack	Universal	Ploy	-	In the first **Attack action** made by a friendly fighter in the next activation, each friendly **supporting** fighter is considered to be two **supporting** fighters.	-	-	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1586	B348	Hunting Band	Universal	Ploy		Hunting Band	Universal	Ploy	-	**Choose** one friendly **Hunter** and any number of adjacent friendly **Hunters**. **Give** each chosen fighter one Guard token.	-	-	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1587	B349	Hunting Bolt	Universal	Spell		Hunting Bolt	Universal	Spell	-	**Gambit Spell (:MagFocus:):** If **cast**, **choose** one enemy fighter within 3 hexes of the caster. That fighter is **dealt** 1 damage, or 2 damage if it is a **Quarry**.	-	-	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1588	B350	Invert Terrain	Universal	Spell		Invert Terrain	Universal	Spell	-	**Gambit Spell (:MagFocus:):** If **cast**, pick one feature token within five hexes of the caster. Flip that token.	-	-	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1589	B351	Irresistible Vision	Universal	Spell		Irresistible Vision	Universal	Spell	-	**Gambit Spell (:MagFocus::MagFocus:):** If **cast**, **push** each other fighter within 2 hexes of the caster up to 1 hex, or up to 2 hexes if that other fighter is a **Hunter**.	-	-	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1590	B352	Leadbone Dust	Universal	Ploy		Leadbone Dust	Universal	Ploy	-	**Poison** \n **Choose** one enemy fighter adjacent to one or more friendly fighters. **Give** the chosen fighter one Move token. In addition, **Attack actions** that target the chosen fighter have **Ensnare**. This effect **persists** until the chosen fighter is taken out of action, or the end of the round.	-	-	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1591	B353	Leave Nothing to Chance	Universal	Ploy		Leave Nothing to Chance	Universal	Ploy	-	Pick one feature token in a hex that contains a friendly fighter. **Remove** that token from the battlefield.	-	-	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1592	B354	Lucky Escape	Universal	Ploy		Lucky Escape	Universal	Ploy	-	**Reaction:** Play this when a friendly fighter is **dealt** 1 damage precisely. That damage is not **dealt** to them.	-	-	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1593	B355	Madness Dart	Universal	Ploy		Madness Dart	Universal	Ploy	-	**Poison** \n **Choose** one enemy fighter adjacent to one or more friendly fighters. The chosen fighter's **Attack actions** have the :atFury: characteristic instead of their printed characteristic. This effect **persists** until the chosen fighter is taken out of action.	-	-	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1594	B356	Malkyn Grace	Universal	Ploy		Malkyn Grace	Universal	Ploy	-	**Choose** one friendly fighter to have the following: \n +2 Move \n -1 Wounds (to a minimum of 1) \n This effect **persists** until the end of the round or that fighter is taken out of action.	-	-	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1595	B357	Marked	Universal	Ploy		Marked	Universal	Ploy	-	**Choose** a fighter. They are a **Quarry**. This **persists** until that fighter is taken out of action.	-	-	-	Beastgrave core set	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1596	B358	Mass Upheaval	Universal	Spell		Mass Upheaval	Universal	Spell	-	**Gambit Spell (:MagFocus::MagFocus:):** If **cast**, roll one magic dice for each feature token in the same players territory as the caster. For each roll of :MagChannel:, flip that token. If the caster is in no one's territory, this spell fails.	-	-	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1597	B359	Nightmare in the Shadows	Universal	Ploy		Nightmare in the Shadows	Universal	Ploy	-	**Choose** one enemy fighter and **push** them 1 hex.	-	-	-	The Wurmspat expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1598	B360	Overkill	Universal	Ploy		Overkill	Universal	Ploy	-	**Reaction:** Play this after a friendly fighter's **Attack action** that took an enemy fighter out of action, if the **Attack action dealt** more damage than was necessary to take the target out of action. Gain 1 spent glory point.	-	-	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1599	B361	Punch-drunk	Universal	Ploy		Punch-drunk	Universal	Ploy	-	**Reaction:** Play this during a friendly fighter's Range 1 or Range 2 **Attack action** that succeeds, before the drive back step. Instead of driving the target back, **Scatter** 3 from the target's hex and **push** them along the **chain** to the **end hex**. You cannot **push** them into a **blocked** or **occupied** hex. The target cannot be **trapped**.	-	-	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1600	B362	Quick Search	Universal	Ploy		Quick Search	Universal	Ploy	-	Play this only if your warband holds one or more objectives. **Draw** up to 2 power cards.	-	-	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1601	B363	Restless Prize	Universal	Ploy		Restless Prize	Universal	Ploy	-	Pick one objective token and move it into an adjacent hex up to two times. You cannot move it into a **lethal** hex or a hex that includes a feature token.	-	-	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1602	B364	Rocksnake Toxin	Universal	Ploy		Rocksnake Toxin	Universal	Ploy	-	**Poison** \n **Choose** one enemy fighter adjacent to one or more friendly fighters. The chosen fighter is **dealt** 1 damage at the end of each action phase. This effect **persists** until the chosen fighter is taken out of action.	-	-	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1603	B365	Scavenged Defences	Universal	Ploy		Scavenged Defences	Universal	Ploy	-	**Choose** one friendly fighter. \n +1 Defence to the chosen fighter in the first **Attack action** in the next activation.	-	-	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1604	B366	Sidestep	Universal	Ploy		Sidestep	Universal	Ploy	-	**Choose** a friendly fighter and **push** them one hex.	-	-	-	Beastgrave core set	-	VVV	N	-	-	-	-	-	BGduplicate	7
Beastgrave	1605	B367	Sitting Target	Universal	Ploy		Sitting Target	Universal	Ploy	-	The first **Attack action** made by a friendly fighter in the next activation has +1 Dice and **Ensnare** if the target has no Move or Charge tokens.	-	-	-	The Grymwatch expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1606	B368	Snare	Universal	Ploy		Snare	Universal	Ploy	-	**Reaction:** Play this during a friendly **Hunter's Attack action**, after it **drives back** an enemy fighter. The enemy fighter is **dealt** 1 damage.	-	-	-	Beastgrave core set	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1607	B369	Spinetoad Toxin	Universal	Ploy		Spinetoad Toxin	Universal	Ploy	-	**Poison** \n Choose one enemy fighter adjacent to one or more friendly fighters. The enemy fighter is **dealt** 1 damage after each **Move action** they make. This effect **persists** until the enemy fighter is out of action.	-	-	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1608	B370	Spiteful Dart	Universal	Ploy		Spiteful Dart	Universal	Ploy	-	**Reaction:** Play this after an enemy fighter's **Attack action** that drives a friendly fighter back, if the friendly fighter is not taken out of action. The enemy fighter is **dealt** 1 damage.	-	-	-	Morgwaeth's Blade-coven expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1609	B371	Sudden Scarcity	Universal	Ploy		Sudden Scarcity	Universal	Ploy	-	The next time an opponent spends any glory points to give a fighter an upgrade, they must spend 1 additional glory point to do so. This effect **persists** until the end of the phase.	-	-	-	Hrothgorn's Mantrappers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1610	B372	The Ground Shifts	Universal	Ploy		The Ground Shifts	Universal	Ploy	-	Pick one **lethal** hex token and **push** it 1 hex into an **empty** hex that is not a **lethal** hex and does not contain a feature token.	-	-	-	Morgok's Krushas expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1611	B373	Tracking	Universal	Ploy		Tracking	Universal	Ploy	-	+1 Move to the first fighter to make a **Move action** in the next activation. +2 Move instead if that fighter is a **Hunter**.	-	-	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Beastgrave	1612	B374	Unexpected Peril	Universal	Ploy		Unexpected Peril	Universal	Ploy	-	Pick one feature token in an **empty** hex in your territory. Flip that token.	-	-	-	Rippa's Snarlfangs expansion	-	RRV	N	-	-	-	Rotated	-	-	0
